priceaed,bedrooms,bathrooms,sizesqft,pricepersqft,community,propertytype,furnishing,constructionstatus,listingdate,latitude,longitude,priceband
930000.0,1.0,2.0,88.0,10568.181818181818,DAMAC Hills,Apartment,Unfurnished,Ready,2024-01-22,25.028149,55.264248,<1M
560000.0,0.0,1.0,620.0,903.2258064516129,DAMAC Hills,Apartment,Furnished,Ready,2024-04-16,25.028149,55.264248,<1M
2450000.0,3.0,3.0,344.0,7122.093023255814,DAMAC Hills,Apartment,Furnished,Ready,2024-02-05,25.026438,55.25123,2–3M
1100000.0,1.0,2.0,88.0,12500.0,DAMAC Hills,Apartment,Furnished,Ready,2023-12-19,25.026438,55.25123,1–2M
880000.0,1.0,2.0,620.0,1419.3548387096773,DAMAC Hills,Apartment,Furnished,Ready,2024-02-08,25.028149,55.264248,<1M
530000.0,0.0,1.0,615.0,861.7886178861788,DAMAC Hills,Apartment,Furnished,Ready,2024-03-11,25.02795,55.26491,<1M
570000.0,0.0,1.0,620.0,919.3548387096774,DAMAC Hills,Apartment,Furnished,Ready,2024-03-27,25.028149,55.264248,<1M
890000.0,1.0,1.0,579.0,1537.13298791019,DAMAC Hills,Apartment,Unfurnished,Off-Plan,2024-02-20,25.02795,55.26491,<1M
1000000.0,1.0,2.0,841.0,1189.0606420927468,DAMAC Hills,Apartment,Furnished,Ready,2024-04-01,25.02795,55.26491,<1M
650000.0,0.0,1.0,620.0,1048.3870967741937,DAMAC Hills,Apartment,Furnished,Ready,2023-11-28,25.026438,55.25123,<1M
1800000.0,2.0,3.0,92.0,19565.217391304348,DAMAC Hills,Apartment,Unfurnished,Ready,2024-02-27,25.026438,55.25123,1–2M
650000.0,0.0,1.0,344.0,1889.5348837209303,DAMAC Hills,Apartment,Furnished,Ready,2024-04-01,25.028149,55.264248,<1M
490000.0,0.0,1.0,93.0,5268.817204301075,DAMAC Hills,Apartment,Unfurnished,Ready,2023-11-30,25.026438,55.25123,<1M
1050000.0,0.0,1.0,615.0,1707.3170731707316,DAMAC Hills,Apartment,Furnished,Ready,2024-03-30,25.02795,55.26491,1–2M
650000.0,0.0,1.0,620.0,1048.3870967741937,DAMAC Hills,Apartment,Unfurnished,Ready,2023-10-19,25.02795,55.26491,<1M
800000.0,0.0,1.0,433.0,1847.5750577367205,DAMAC Hills,Apartment,Unfurnished,Ready,2024-02-26,25.028149,55.264248,<1M
600000.0,0.0,1.0,87.0,6896.551724137931,DAMAC Hills,Apartment,Furnished,Ready,2024-03-06,25.02795,55.26491,<1M
580000.0,0.0,1.0,88.0,6590.909090909091,DAMAC Hills,Apartment,Unfurnished,Ready,2024-03-22,25.02795,55.26491,<1M
650000.0,0.0,1.0,92.0,7065.217391304348,DAMAC Hills,Apartment,Unfurnished,Ready,2023-08-19,25.028149,55.264248,<1M
1149999.0,1.0,2.0,579.0,1986.1813471502592,DAMAC Hills,Apartment,Unfurnished,Off-Plan,2024-04-22,25.026438,55.25123,1–2M
1692288.0,2.0,2.0,579.0,2922.777202072539,DAMAC Hills,Apartment,Unfurnished,Off-Plan,2024-04-03,25.026438,55.25123,1–2M
500000.0,0.0,1.0,636.0,786.1635220125786,DAMAC Hills,Apartment,Unfurnished,Ready,2024-04-22,25.026438,55.25123,<1M
600000.0,0.0,1.0,636.0,943.3962264150944,DAMAC Hills,Apartment,Furnished,Ready,2024-01-31,25.026438,55.25123,<1M
590000.0,0.0,1.0,615.0,959.349593495935,DAMAC Hills,Apartment,Furnished,Ready,2023-11-25,25.02795,55.26491,<1M
600000.0,0.0,1.0,841.0,713.436385255648,DAMAC Hills,Apartment,Unfurnished,Ready,2024-03-06,25.028149,55.264248,<1M
1150000.0,1.0,1.0,88.0,13068.181818181818,DAMAC Hills,Apartment,Unfurnished,Ready,2023-09-29,25.026438,55.25123,1–2M
1850000.0,2.0,3.0,433.0,4272.5173210161665,DAMAC Hills,Apartment,Furnished,Ready,2024-04-19,25.028149,55.264248,1–2M
2100000.0,2.0,3.0,88.0,23863.636363636364,DAMAC Hills,Apartment,Unfurnished,Ready,2024-04-18,25.028149,55.264248,2–3M
1000000.0,1.0,2.0,715.0,1398.6013986013986,DAMAC Hills,Apartment,Unfurnished,Off-Plan,2024-03-12,25.028149,55.264248,<1M
590000.0,0.0,1.0,620.0,951.6129032258065,DAMAC Hills,Apartment,Unfurnished,Ready,2024-02-06,25.028149,55.264248,<1M
550000.0,0.0,1.0,636.0,864.7798742138365,DAMAC Hills,Apartment,Unfurnished,Ready,2023-12-28,25.026438,55.25123,<1M
860000.0,1.0,1.0,620.0,1387.0967741935483,DAMAC Hills,Apartment,Furnished,Ready,2024-04-19,25.02795,55.26491,<1M
899000.0,1.0,1.0,615.0,1461.7886178861788,DAMAC Hills,Apartment,Furnished,Ready,2024-01-02,25.02795,55.26491,<1M
590000.0,0.0,1.0,841.0,701.5457788347205,DAMAC Hills,Apartment,Furnished,Ready,2024-02-03,25.026438,55.25123,<1M
550000.0,0.0,1.0,841.0,653.9833531510106,DAMAC Hills,Apartment,Unfurnished,Ready,2024-02-19,25.028149,55.264248,<1M
730000.0,0.0,1.0,87.0,8390.80459770115,DAMAC Hills,Apartment,Furnished,Ready,2024-02-22,25.026438,55.25123,<1M
1900000.0,2.0,4.0,124.0,15322.58064516129,DAMAC Hills,Apartment,Unfurnished,Ready,2024-03-11,25.028149,55.264248,1–2M
1100000.0,1.0,1.0,88.0,12500.0,DAMAC Hills,Apartment,Unfurnished,Ready,2024-04-08,25.02795,55.26491,1–2M
640000.0,0.0,1.0,433.0,1478.0600461893764,DAMAC Hills,Apartment,Unfurnished,Ready,2024-03-06,25.026438,55.25123,<1M
2300000.0,3.0,4.0,88.0,26136.363636363636,DAMAC Hills,Apartment,Furnished,Ready,2024-02-26,25.026438,55.25123,2–3M
1100000.0,1.0,2.0,93.0,11827.956989247312,DAMAC Hills,Apartment,Unfurnished,Ready,2024-02-08,25.026438,55.25123,1–2M
610000.0,0.0,1.0,433.0,1408.7759815242493,DAMAC Hills,Apartment,Furnished,Ready,2023-11-25,25.026438,55.25123,<1M
750000.0,0.0,1.0,615.0,1219.5121951219512,DAMAC Hills,Apartment,Furnished,Ready,2024-04-08,25.028149,55.264248,<1M
1575000.0,2.0,3.0,88.0,17897.727272727272,DAMAC Hills,Apartment,Unfurnished,Ready,2024-02-22,25.026438,55.25123,1–2M
3500000.0,3.0,4.0,88.0,39772.72727272727,DAMAC Hills,Apartment,Unfurnished,Ready,2023-12-08,25.026438,55.25123,3–5M
1810000.0,2.0,3.0,89.0,20337.078651685395,DAMAC Hills,Apartment,Furnished,Ready,2024-02-27,25.028149,55.264248,1–2M
865000.0,1.0,1.0,715.0,1209.7902097902097,DAMAC Hills,Apartment,Unfurnished,Off-Plan,2024-01-09,25.028149,55.264248,<1M
490000.0,0.0,1.0,93.0,5268.817204301075,DAMAC Hills,Apartment,Unfurnished,Ready,2023-11-30,25.028149,55.264248,<1M
552000.0,0.0,1.0,433.0,1274.8267898383372,DAMAC Hills,Apartment,Furnished,Ready,2024-01-02,25.026438,55.25123,<1M
750000.0,0.0,1.0,433.0,1732.1016166281754,DAMAC Hills,Apartment,Furnished,Ready,2024-01-31,25.026438,55.25123,<1M
1084888.0,1.0,2.0,579.0,1873.7271157167531,DAMAC Hills,Apartment,Furnished,Off-Plan,2024-03-08,25.026438,55.25123,1–2M
1000000.0,1.0,1.0,579.0,1727.1157167530225,DAMAC Hills,Apartment,Unfurnished,Off-Plan,2024-04-15,25.028149,55.264248,<1M
600000.0,0.0,1.0,87.0,6896.551724137931,DAMAC Hills,Apartment,Unfurnished,Ready,2024-03-21,25.026438,55.25123,<1M
1800000.0,2.0,2.0,579.0,3108.8082901554403,DAMAC Hills,Apartment,Unfurnished,Off-Plan,2024-03-18,25.026438,55.25123,1–2M
970000.0,1.0,1.0,579.0,1675.3022452504317,DAMAC Hills,Apartment,Unfurnished,Off-Plan,2024-02-29,25.026438,55.25123,<1M
1480000.0,1.0,1.0,579.0,2556.1312607944733,DAMAC Hills,Apartment,Unfurnished,Off-Plan,2024-04-16,25.026438,55.25123,1–2M
650000.0,0.0,1.0,433.0,1501.1547344110854,DAMAC Hills,Apartment,Unfurnished,Ready,2024-02-06,25.026438,55.25123,<1M
625000.0,0.0,1.0,344.0,1816.860465116279,DAMAC Hills,Apartment,Furnished,Ready,2024-02-14,25.026438,55.25123,<1M
1900000.0,2.0,3.0,124.0,15322.58064516129,DAMAC Hills,Apartment,Furnished,Ready,2024-04-15,25.026438,55.25123,1–2M
945000.0,1.0,1.0,579.0,1632.1243523316061,DAMAC Hills,Apartment,Furnished,Off-Plan,2024-03-20,25.028149,55.264248,<1M
950000.0,1.0,1.0,620.0,1532.258064516129,DAMAC Hills,Apartment,Furnished,Ready,2024-03-12,25.026438,55.25123,<1M
2650000.0,2.0,2.0,93.0,28494.62365591398,DAMAC Hills,Apartment,Unfurnished,Ready,2024-04-16,25.026438,55.25123,2–3M
880925.0,1.0,1.0,715.0,1232.062937062937,DAMAC Hills,Apartment,Unfurnished,Off-Plan,2024-02-16,25.028149,55.264248,<1M
1400000.0,1.0,2.0,344.0,4069.767441860465,DAMAC Hills,Apartment,Furnished,Ready,2024-04-01,25.026438,55.25123,1–2M
600000.0,0.0,1.0,87.0,6896.551724137931,DAMAC Hills,Apartment,Unfurnished,Ready,2023-11-13,25.02795,55.26491,<1M
644888.0,1.0,1.0,651.0,990.6113671274961,DAMAC Hills,Apartment,Furnished,Ready,2024-02-21,25.026438,55.25123,<1M
700000.0,0.0,1.0,344.0,2034.8837209302326,DAMAC Hills,Apartment,Furnished,Ready,2024-02-16,25.026438,55.25123,<1M
799999.0,1.0,1.0,841.0,951.2473246135553,DAMAC Hills,Apartment,Unfurnished,Ready,2024-01-27,25.026438,55.25123,<1M
3950000.0,3.0,4.0,89.0,44382.02247191011,DAMAC Hills,Apartment,Unfurnished,Ready,2024-02-07,25.028149,55.264248,3–5M
1100000.0,1.0,2.0,433.0,2540.415704387991,DAMAC Hills,Apartment,Furnished,Ready,2024-03-27,25.026438,55.25123,1–2M
600000.0,0.0,1.0,841.0,713.436385255648,DAMAC Hills,Apartment,Unfurnished,Ready,2024-04-15,25.028149,55.264248,<1M
1100000.0,1.0,2.0,87.0,12643.67816091954,DAMAC Hills,Apartment,Furnished,Ready,2024-02-28,25.028149,55.264248,1–2M
1800000.0,2.0,3.0,579.0,3108.8082901554403,DAMAC Hills,Apartment,Unfurnished,Off-Plan,2024-03-19,25.026438,55.25123,1–2M
680000.0,1.0,1.0,651.0,1044.546850998464,DAMAC Hills,Apartment,Unfurnished,Ready,2024-02-09,25.02795,55.26491,<1M
700000.0,1.0,1.0,651.0,1075.268817204301,DAMAC Hills,Apartment,Furnished,Ready,2024-03-21,25.02795,55.26491,<1M
980000.0,1.0,1.0,579.0,1692.573402417962,DAMAC Hills,Apartment,Unfurnished,Off-Plan,2024-04-23,25.02795,55.26491,<1M
675000.0,1.0,1.0,651.0,1036.8663594470047,DAMAC Hills,Apartment,Furnished,Ready,2024-04-16,25.028149,55.264248,<1M
575000.0,0.0,1.0,841.0,683.7098692033294,DAMAC Hills,Apartment,Unfurnished,Ready,2024-04-08,25.028149,55.264248,<1M
860000.0,0.0,1.0,615.0,1398.3739837398373,DAMAC Hills,Apartment,Unfurnished,Ready,2024-04-02,25.026438,55.25123,<1M
615000.0,0.0,1.0,344.0,1787.7906976744187,DAMAC Hills,Apartment,Furnished,Ready,2024-04-15,25.028149,55.264248,<1M
2100000.0,2.0,3.0,87.0,24137.931034482757,DAMAC Hills,Apartment,Unfurnished,Ready,2024-02-28,25.02795,55.26491,2–3M
610000.0,0.0,1.0,124.0,4919.354838709677,DAMAC Hills,Apartment,Furnished,Ready,2024-04-15,25.028149,55.264248,<1M
1300000.0,1.0,2.0,620.0,2096.7741935483873,DAMAC Hills,Apartment,Unfurnished,Ready,2024-03-28,25.02795,55.26491,1–2M
900000.0,1.0,1.0,615.0,1463.4146341463415,DAMAC Hills,Apartment,Furnished,Ready,2024-03-11,25.028149,55.264248,<1M
900000.0,1.0,2.0,841.0,1070.154577883472,DAMAC Hills,Apartment,Unfurnished,Ready,2024-03-07,25.028149,55.264248,<1M
2000000.0,2.0,3.0,620.0,3225.8064516129034,DAMAC Hills,Apartment,Furnished,Ready,2024-01-24,25.028149,55.264248,1–2M
1790000.0,2.0,3.0,715.0,2503.4965034965035,DAMAC Hills,Apartment,Unfurnished,Off-Plan,2024-04-18,25.028149,55.264248,1–2M
650000.0,0.0,1.0,636.0,1022.0125786163522,DAMAC Hills,Apartment,Furnished,Ready,2024-04-03,25.02795,55.26491,<1M
1424940.0,2.0,2.0,715.0,1992.923076923077,DAMAC Hills,Apartment,Unfurnished,Off-Plan,2024-01-27,25.028149,55.264248,1–2M
620000.0,0.0,1.0,124.0,5000.0,DAMAC Hills,Apartment,Furnished,Ready,2024-03-26,25.02795,55.26491,<1M
600000.0,0.0,1.0,841.0,713.436385255648,DAMAC Hills,Apartment,Unfurnished,Ready,2024-04-22,25.026438,55.25123,<1M
1800000.0,2.0,3.0,439.0,4100.227790432802,DAMAC Hills,Apartment,Furnished,Ready,2024-04-18,25.02795,55.26491,1–2M
620000.0,0.0,1.0,620.0,1000.0,DAMAC Hills,Apartment,Unfurnished,Ready,2024-04-17,25.028149,55.264248,<1M
1000000.0,1.0,1.0,579.0,1727.1157167530225,DAMAC Hills,Apartment,Unfurnished,Off-Plan,2024-03-25,25.028149,55.264248,<1M
700000.0,0.0,1.0,636.0,1100.6289308176101,DAMAC Hills,Apartment,Unfurnished,Ready,2024-04-01,25.028149,55.264248,<1M
1915000.0,3.0,4.0,439.0,4362.186788154898,DAMAC Hills,Apartment,Furnished,Ready,2024-01-24,25.02795,55.26491,1–2M
2699999.0,3.0,5.0,87.0,31034.471264367818,DAMAC Hills,Apartment,Furnished,Ready,2023-10-10,25.026438,55.25123,2–3M
920000.0,1.0,2.0,124.0,7419.354838709677,DAMAC Hills,Apartment,Furnished,Ready,2023-10-24,25.02795,55.26491,<1M
600000.0,0.0,1.0,841.0,713.436385255648,DAMAC Hills,Apartment,Furnished,Ready,2024-04-05,25.02795,55.26491,<1M
729000.0,1.0,2.0,651.0,1119.815668202765,DAMAC Hills,Apartment,Unfurnished,Ready,2024-04-14,25.02795,55.26491,<1M
1250000.0,1.0,1.0,579.0,2158.894645941278,DAMAC Hills,Apartment,Unfurnished,Off-Plan,2024-03-06,25.026438,55.25123,1–2M
600000.0,0.0,1.0,88.0,6818.181818181818,DAMAC Hills,Apartment,Furnished,Ready,2023-07-27,25.02795,55.26491,<1M
1800000.0,2.0,3.0,88.0,20454.545454545456,DAMAC Hills,Apartment,Unfurnished,Ready,2024-03-06,25.02795,55.26491,1–2M
620000.0,0.0,1.0,87.0,7126.436781609195,DAMAC Hills,Apartment,Unfurnished,Ready,2024-02-08,25.028149,55.264248,<1M
2450000.0,2.0,3.0,93.0,26344.086021505376,DAMAC Hills,Apartment,Unfurnished,Ready,2024-04-18,25.028149,55.264248,2–3M
949999.0,1.0,2.0,124.0,7661.282258064516,DAMAC Hills,Apartment,Unfurnished,Ready,2024-03-02,25.028149,55.264248,<1M
630000.0,0.0,1.0,615.0,1024.3902439024391,DAMAC Hills,Apartment,Unfurnished,Ready,2024-04-01,25.028149,55.264248,<1M
550000.0,0.0,1.0,620.0,887.0967741935484,DAMAC Hills,Apartment,Unfurnished,Ready,2024-03-07,25.028149,55.264248,<1M
660000.0,0.0,1.0,344.0,1918.6046511627908,DAMAC Hills,Apartment,Unfurnished,Ready,2024-02-06,25.028149,55.264248,<1M
600000.0,0.0,1.0,88.0,6818.181818181818,DAMAC Hills,Apartment,Furnished,Ready,2024-03-25,25.02795,55.26491,<1M
1007552.0,1.0,1.0,715.0,1409.1636363636364,DAMAC Hills,Apartment,Unfurnished,Off-Plan,2024-04-03,25.028149,55.264248,1–2M
550000.0,0.0,1.0,620.0,887.0967741935484,DAMAC Hills,Apartment,Furnished,Ready,2024-04-15,25.02795,55.26491,<1M
1499400.0,2.0,2.0,715.0,2097.062937062937,DAMAC Hills,Apartment,Unfurnished,Off-Plan,2024-01-30,25.026438,55.25123,1–2M
510000.0,0.0,1.0,636.0,801.8867924528302,DAMAC Hills,Apartment,Furnished,Ready,2024-02-22,25.028149,55.264248,<1M
640000.0,0.0,1.0,620.0,1032.258064516129,DAMAC Hills,Apartment,Unfurnished,Ready,2023-10-31,25.028149,55.264248,<1M
1780000.0,2.0,3.0,579.0,3074.26597582038,DAMAC Hills,Apartment,Unfurnished,Off-Plan,2024-01-23,25.026438,55.25123,1–2M
950000.0,1.0,2.0,87.0,10919.540229885057,DAMAC Hills,Apartment,Unfurnished,Ready,2024-02-27,25.026438,55.25123,<1M
1230000.0,1.0,1.0,579.0,2124.352331606218,DAMAC Hills,Apartment,Unfurnished,Off-Plan,2024-04-22,25.028149,55.264248,1–2M
1099999.0,1.0,1.0,579.0,1899.825561312608,DAMAC Hills,Apartment,Unfurnished,Off-Plan,2024-01-19,25.026438,55.25123,1–2M
925000.0,1.0,1.0,636.0,1454.4025157232704,DAMAC Hills,Apartment,Unfurnished,Ready,2024-04-01,25.02795,55.26491,<1M
800000.0,1.0,1.0,651.0,1228.878648233487,DAMAC Hills,Apartment,Furnished,Ready,2024-02-29,25.028149,55.264248,<1M
1550000.0,2.0,2.0,579.0,2677.029360967185,DAMAC Hills,Apartment,Unfurnished,Off-Plan,2024-03-08,25.028149,55.264248,1–2M
605000.0,0.0,1.0,841.0,719.3816884661118,DAMAC Hills,Apartment,Unfurnished,Ready,2024-04-04,25.028149,55.264248,<1M
599999.0,1.0,1.0,651.0,921.6574500768049,DAMAC Hills,Apartment,Unfurnished,Ready,2024-01-19,25.026438,55.25123,<1M
3000000.0,3.0,3.0,124.0,24193.548387096773,DAMAC Hills,Apartment,Furnished,Ready,2024-04-15,25.028149,55.264248,2–3M
1349999.0,2.0,3.0,344.0,3924.4156976744184,DAMAC Hills,Apartment,Unfurnished,Ready,2024-04-15,25.026438,55.25123,1–2M
650000.0,1.0,1.0,651.0,998.4639016897081,DAMAC Hills,Apartment,Unfurnished,Ready,2024-02-26,25.026438,55.25123,<1M
1300000.0,1.0,1.0,579.0,2245.2504317789294,DAMAC Hills,Apartment,Unfurnished,Off-Plan,2024-04-19,25.028149,55.264248,1–2M
815000.0,0.0,1.0,620.0,1314.516129032258,DAMAC Hills,Apartment,Unfurnished,Ready,2024-03-28,25.028149,55.264248,<1M
950000.0,1.0,2.0,124.0,7661.290322580645,DAMAC Hills,Apartment,Unfurnished,Ready,2024-03-07,25.026438,55.25123,<1M
1627226.0,2.0,2.0,715.0,2275.8405594405594,DAMAC Hills,Apartment,Unfurnished,Off-Plan,2024-04-03,25.028149,55.264248,1–2M
1154000.0,1.0,1.0,715.0,1613.986013986014,DAMAC Hills,Apartment,Unfurnished,Off-Plan,2024-01-09,25.028149,55.264248,1–2M
600000.0,0.0,1.0,636.0,943.3962264150944,DAMAC Hills,Apartment,Unfurnished,Ready,2024-03-05,25.02795,55.26491,<1M
690000.0,0.0,1.0,615.0,1121.9512195121952,DAMAC Hills,Apartment,Furnished,Ready,2024-01-10,25.028149,55.264248,<1M
1924978.0,2.0,2.0,715.0,2692.276923076923,DAMAC Hills,Apartment,Unfurnished,Off-Plan,2024-04-03,25.028149,55.264248,1–2M
600000.0,0.0,1.0,344.0,1744.1860465116279,DAMAC Hills,Apartment,Furnished,Ready,2024-01-15,25.02795,55.26491,<1M
470000.0,0.0,1.0,93.0,5053.763440860215,DAMAC Hills,Apartment,Furnished,Ready,2024-04-19,25.02795,55.26491,<1M
950000.0,1.0,1.0,433.0,2193.9953810623556,DAMAC Hills,Apartment,Furnished,Ready,2024-04-05,25.026438,55.25123,<1M
1250000.0,1.0,1.0,620.0,2016.1290322580646,DAMAC Hills,Apartment,Furnished,Ready,2024-02-08,25.026438,55.25123,1–2M
990000.0,1.0,1.0,715.0,1384.6153846153845,DAMAC Hills,Apartment,Unfurnished,Off-Plan,2024-04-19,25.028149,55.264248,<1M
1142000.0,0.0,1.0,344.0,3319.767441860465,DAMAC Hills,Apartment,Furnished,Ready,2024-04-14,25.028149,55.264248,1–2M
730000.0,0.0,1.0,615.0,1186.9918699186992,DAMAC Hills,Apartment,Unfurnished,Ready,2023-12-25,25.028149,55.264248,<1M
1270000.0,1.0,1.0,715.0,1776.2237762237762,DAMAC Hills,Apartment,Unfurnished,Off-Plan,2024-04-18,25.028149,55.264248,1–2M
680000.0,0.0,1.0,615.0,1105.6910569105692,DAMAC Hills,Apartment,Furnished,Ready,2024-03-20,25.02795,55.26491,<1M
675000.0,1.0,2.0,651.0,1036.8663594470047,DAMAC Hills,Apartment,Unfurnished,Ready,2024-03-19,25.028149,55.264248,<1M
750000.0,1.0,2.0,651.0,1152.073732718894,DAMAC Hills,Apartment,Furnished,Ready,2024-03-07,25.028149,55.264248,<1M
1100000.0,1.0,2.0,93.0,11827.956989247312,DAMAC Hills,Apartment,Unfurnished,Ready,2023-10-10,25.02795,55.26491,1–2M
1100000.0,1.0,2.0,92.0,11956.521739130434,DAMAC Hills,Apartment,Furnished,Ready,2024-01-31,25.028149,55.264248,1–2M
615000.0,0.0,1.0,841.0,731.2722948870393,DAMAC Hills,Apartment,Unfurnished,Ready,2024-03-19,25.02795,55.26491,<1M
1849999.0,2.0,3.0,841.0,2199.7609988109393,DAMAC Hills,Apartment,Furnished,Ready,2024-04-03,25.026438,55.25123,1–2M
1650000.0,2.0,3.0,439.0,3758.5421412300684,DAMAC Hills,Apartment,Furnished,Ready,2024-03-26,25.02795,55.26491,1–2M
625000.0,0.0,1.0,88.0,7102.272727272727,DAMAC Hills,Apartment,Unfurnished,Ready,2024-03-14,25.028149,55.264248,<1M
750000.0,0.0,1.0,636.0,1179.245283018868,DAMAC Hills,Apartment,Furnished,Ready,2024-04-22,25.02795,55.26491,<1M
600000.0,0.0,1.0,841.0,713.436385255648,DAMAC Hills,Apartment,Furnished,Ready,2024-02-02,25.028149,55.264248,<1M
750000.0,0.0,1.0,93.0,8064.5161290322585,DAMAC Hills,Apartment,Unfurnished,Ready,2024-04-15,25.028149,55.264248,<1M
580000.0,0.0,1.0,88.0,6590.909090909091,DAMAC Hills,Apartment,Furnished,Ready,2024-04-23,25.02795,55.26491,<1M
550000.0,0.0,1.0,92.0,5978.260869565217,DAMAC Hills,Apartment,Unfurnished,Ready,2024-04-08,25.028149,55.264248,<1M
680000.0,1.0,2.0,651.0,1044.546850998464,DAMAC Hills,Apartment,Unfurnished,Ready,2024-01-08,25.028149,55.264248,<1M
1100000.0,1.0,1.0,87.0,12643.67816091954,DAMAC Hills,Apartment,Unfurnished,Ready,2023-07-10,25.028149,55.264248,1–2M
510000.0,0.0,1.0,636.0,801.8867924528302,DAMAC Hills,Apartment,Unfurnished,Ready,2023-11-17,25.028149,55.264248,<1M
1750000.0,2.0,3.0,92.0,19021.739130434784,DAMAC Hills,Apartment,Unfurnished,Ready,2024-02-14,25.026438,55.25123,1–2M
500000.0,0.0,1.0,636.0,786.1635220125786,DAMAC Hills,Apartment,Unfurnished,Ready,2023-11-08,25.02795,55.26491,<1M
700000.0,1.0,2.0,651.0,1075.268817204301,DAMAC Hills,Apartment,Unfurnished,Ready,2024-04-06,25.028149,55.264248,<1M
570000.0,0.0,1.0,88.0,6477.272727272727,DAMAC Hills,Apartment,Unfurnished,Ready,2024-03-26,25.026438,55.25123,<1M
1570000.0,2.0,2.0,579.0,2711.5716753022452,DAMAC Hills,Apartment,Unfurnished,Off-Plan,2024-03-06,25.028149,55.264248,1–2M
3400000.0,3.0,4.0,88.0,38636.36363636364,DAMAC Hills,Apartment,Furnished,Ready,2024-04-15,25.028149,55.264248,3–5M
680000.0,1.0,1.0,651.0,1044.546850998464,DAMAC Hills,Apartment,Unfurnished,Ready,2024-02-22,25.026438,55.25123,<1M
500000.0,0.0,1.0,92.0,5434.782608695652,DAMAC Hills,Apartment,Furnished,Ready,2024-03-20,25.02795,55.26491,<1M
950000.0,1.0,2.0,344.0,2761.6279069767443,DAMAC Hills,Apartment,Furnished,Ready,2024-04-07,25.028149,55.264248,<1M
700000.0,1.0,1.0,651.0,1075.268817204301,DAMAC Hills,Apartment,Furnished,Ready,2023-08-04,25.026438,55.25123,<1M
500000.0,0.0,1.0,841.0,594.5303210463734,DAMAC Hills,Apartment,Unfurnished,Ready,2024-02-28,25.026438,55.25123,<1M
560000.0,0.0,1.0,344.0,1627.906976744186,DAMAC Hills,Apartment,Furnished,Ready,2024-04-01,25.026438,55.25123,<1M
863000.0,1.0,2.0,579.0,1490.5008635578583,DAMAC Hills,Apartment,Furnished,Off-Plan,2023-12-11,25.028149,55.264248,<1M
1100000.0,1.0,2.0,88.0,12500.0,DAMAC Hills,Apartment,Unfurnished,Ready,2024-04-08,25.028149,55.264248,1–2M
989000.0,1.0,1.0,579.0,1708.1174438687392,DAMAC Hills,Apartment,Unfurnished,Off-Plan,2024-01-25,25.028149,55.264248,<1M
549000.0,0.0,1.0,636.0,863.2075471698113,DAMAC Hills,Apartment,Unfurnished,Ready,2023-12-23,25.02795,55.26491,<1M
1100000.0,0.0,1.0,433.0,2540.415704387991,DAMAC Hills,Apartment,Furnished,Ready,2024-04-15,25.028149,55.264248,1–2M
520000.0,0.0,1.0,636.0,817.6100628930818,DAMAC Hills,Apartment,Furnished,Ready,2024-02-09,25.028149,55.264248,<1M
730000.0,0.0,1.0,93.0,7849.462365591397,DAMAC Hills,Apartment,Furnished,Ready,2024-01-29,25.026438,55.25123,<1M
610000.0,0.0,1.0,88.0,6931.818181818182,DAMAC Hills,Apartment,Furnished,Ready,2024-03-27,25.026438,55.25123,<1M
1000000.0,1.0,2.0,636.0,1572.3270440251572,DAMAC Hills,Apartment,Unfurnished,Ready,2024-02-29,25.02795,55.26491,<1M
849000.0,1.0,1.0,620.0,1369.3548387096773,DAMAC Hills,Apartment,Unfurnished,Ready,2023-11-18,25.02795,55.26491,<1M
1100000.0,1.0,1.0,620.0,1774.1935483870968,DAMAC Hills,Apartment,Unfurnished,Ready,2024-01-16,25.028149,55.264248,1–2M
1150000.0,1.0,2.0,715.0,1608.3916083916083,DAMAC Hills,Apartment,Unfurnished,Off-Plan,2024-04-05,25.028149,55.264248,1–2M
870000.0,0.0,1.0,89.0,9775.280898876405,DAMAC Hills,Apartment,Furnished,Ready,2024-04-03,25.028149,55.264248,<1M
795000.0,1.0,2.0,579.0,1373.0569948186528,DAMAC Hills,Apartment,Unfurnished,Off-Plan,2024-03-13,25.028149,55.264248,<1M
900000.0,1.0,2.0,344.0,2616.279069767442,DAMAC Hills,Apartment,Furnished,Ready,2024-04-18,25.026438,55.25123,<1M
1000000.0,1.0,2.0,636.0,1572.3270440251572,DAMAC Hills,Apartment,Unfurnished,Ready,2023-10-27,25.028149,55.264248,<1M
1300000.0,1.0,1.0,124.0,10483.870967741936,DAMAC Hills,Apartment,Furnished,Ready,2024-03-11,25.028149,55.264248,1–2M
1800000.0,2.0,3.0,715.0,2517.4825174825173,DAMAC Hills,Apartment,Furnished,Off-Plan,2024-04-17,25.026438,55.25123,1–2M
1060000.0,1.0,2.0,433.0,2448.036951501155,DAMAC Hills,Apartment,Furnished,Ready,2024-03-13,25.02795,55.26491,1–2M
2450000.0,3.0,4.0,87.0,28160.919540229886,DAMAC Hills,Apartment,Furnished,Ready,2024-04-16,25.028149,55.264248,2–3M
2700000.0,3.0,3.0,439.0,6150.341685649203,DAMAC Hills,Apartment,Furnished,Ready,2024-02-29,25.026438,55.25123,2–3M
600000.0,0.0,1.0,841.0,713.436385255648,DAMAC Hills,Apartment,Unfurnished,Ready,2024-03-19,25.02795,55.26491,<1M
